DESCRI;DESC_PLA;DATA;BASE
PRESTAÇÃO DE SERVIÇO MANUTENÇÃO DE FROTA;DL Manutenção de Carros;16/05/2025 15:14;P
CH XDZ 6,30 X 1200 X 3000;CSP Mercadoria Revenda;16/05/2025 17:20;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;19/05/2025 08:07;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;19/05/2025 08:07;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;19/05/2025 08:07;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;19/05/2025 08:07;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;19/05/2025 08:07;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;19/05/2025 08:07;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;19/05/2025 08:07;P
TB QD FF 40X40X1,20X6000;CSP Mercadoria Revenda;19/05/2025 08:17;P
TB RED FF 50,80X1,20X6000;CSP Mercadoria Revenda;19/05/2025 08:17;P
TB RT ZN 80X40X1,10X6000;CSP Mercadoria Revenda;19/05/2025 08:22;P
TB QD ZN 40X40X1,25X6000;CSP Mercadoria Revenda;19/05/2025 08:22;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;NG Mercadoria Revenda Nova Steel;19/05/2025 09:02;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;NG Mercadoria Revenda Nova Steel;19/05/2025 09:04;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;NG Mercadoria Revenda Nova Steel;19/05/2025 09:06;P
JOGO DE ESCOVA F000611090;DO Manutenção de Máquinas e Equipamentos;19/05/2025 09:54;P
ESCOVA DO SAG BAMBOZZI;DO Manutenção de Máquinas e Equipamentos;19/05/2025 09:54;P
CADEADO PADO LT 50;DA Manutenção Predial;19/05/2025 10:14;P
PRESTAÇÃO SERVIÇO MANUTENÇÃO E LIMPEZA PREDIAL;DA Manutenção e Limpeza;19/05/2025 11:57;P
TB RT FQ 100X50X2,00X6000;CSP Mercadoria Revenda;19/05/2025 13:45;P
TB RT FQ 100X50X1,50X6000;CSP Mercadoria Revenda;19/05/2025 14:01;P
TB QD FQ 80X80X2,65X6000;CSP Mercadoria Revenda;19/05/2025 14:04;P
TB QD FQ 40X40X3,00X6000;CSP Mercadoria Revenda;19/05/2025 14:04;P
TB RT ZN 60X40X1,25X6000;CSP Mercadoria Revenda;19/05/2025 14:29;P
TB RT ZN 80X40X1,10X6000;CSP Mercadoria Revenda;19/05/2025 14:29;P
TB QD ZN 40X40X1,25X6000;CSP Mercadoria Revenda;19/05/2025 14:29;P
BOBINA FINA FRIO 1,20X1200;CSP Mercadoria Revenda;19/05/2025 14:45;P
BOBINA FINA FRIO 1,20X1200;CSP Mercadoria Revenda;19/05/2025 14:45;P
BOBINA FINA FRIO 1,20X1200;CSP Mercadoria Revenda;19/05/2025 14:45;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;19/05/2025 14:48;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;19/05/2025 14:49;P
LAVAGEM TRADICIONAL;DL Limpeza Veicular;19/05/2025 15:04;P
SERVIÇO DE IMPRESSÃO CRACHÁ;DA Despesas de Uso/Consumo;19/05/2025 15:25;P
BOTINA C.BICO PU           N= 40;DP E.P.I's;19/05/2025 16:20;P
BOTINA C.BICO PU           N= 41;DP E.P.I's;19/05/2025 16:20;P
BOTINA C.BICO PU          N=44;DP E.P.I's;19/05/2025 16:20;P
BOTINA  C/BICO COMPOSITE     N=41;DP E.P.I's;19/05/2025 16:20;P
BOTINA C.BICO PU       N= 39;DP E.P.I's;19/05/2025 16:20;P
BOTINA C.BICO PU  CANO CURTO  N43;DP E.P.I's;19/05/2025 16:20;P
BOTINA C.BICO PU CANO CURTO   N=41;DP E.P.I's;19/05/2025 16:20;P
BOTINA NOBUCK MARRON AMARRAR   n= 41;DP E.P.I's;19/05/2025 16:20;P
BOTINA C.BICO PU          N= 42;DP E.P.I's;19/05/2025 16:20;P
BOTINA C.BICO PU       N=43;DP E.P.I's;19/05/2025 16:20;P
BOTINA C.BICO PU  CANO CURTO   N=42;DP E.P.I's;19/05/2025 16:20;P
BOTINA C.BICO PU CANO CURTO  N=40;DP E.P.I's;19/05/2025 16:20;P
BOTINA  C/BICO COMPOSITE    N=42;DP E.P.I's;19/05/2025 16:34;P
KIT REFLETOR DE LED HOLOFOTE;DA Manutenção Predial;19/05/2025 16:42;P
SUPER POLI CINTA 25MM RL 450MT;DO Insumos de Expedição;19/05/2025 16:58;P
SELO SPC 25MM CX 250PC;DO Insumos de Expedição;19/05/2025 16:58;P
TENSIONADOR SUPER CINTA;DO Insumos de Expedição;19/05/2025 16:58;P
CINTA MODELO SLING FS 7:1 LARGURA 90MM CAMADA DUPLA COR AMARELA 3 TONELADAS 4 METROS ZERO CENTIMETROS;DO Insumos de Ponte Rolante;19/05/2025 17:20;P
BOBINA FINA FRIO 1,20X1200;CSP Mercadoria Revenda;20/05/2025 08:59;P
BOBINA FINA FRIO 0,75 X 1200;CSP Mercadoria Revenda;20/05/2025 09:07;P
BOBINA FINA FRIO 0,75 X 1200;CSP Mercadoria Revenda;20/05/2025 09:07;P
BOBINA FINA FRIO 0,75 X 1200;CSP Mercadoria Revenda;20/05/2025 09:07;P
COPO PLASTICO 180 ML 100 UND ECOCOPO;DA Café;20/05/2025 10:59;P
PAPEL TOALHA INTERFOLHA BRANCO 1000 FOLHAS;DA Despesas de Uso/Consumo;20/05/2025 10:59;P
PRESTAÇÃO DE SERVIÇO MANUTENÇÃO DE FROTA;DL STD-4C78;20/05/2025 11:05;P
PRESTAÇÃO DE SERVIÇO MANUTENÇÃO DE FROTA;DL STD-4C78;20/05/2025 11:05;P
PRESTAÇÃO DE SERVIÇO;DL BZA-8G44;20/05/2025 11:14;P
MANCHAO RAI;DL BZA-8G44;20/05/2025 11:14;P
PRESTAÇÃO DE SERVIÇO - ENGRAIXOU E CALIBROU OS PNEUS CARETA E CAVALO;DL SVB-1E53;20/05/2025 11:20;P
PRESTAÇÃO DE SERVIÇO MANUTENÇÃO DE FROTA;DL GEE-2H76;20/05/2025 11:23;P
PRESTAÇÃO DE SERVIÇO MANUTENÇÃO DE FROTA;DL BZA-8G44;20/05/2025 11:26;P
PRESTAÇÃO DE SERVIÇO MANUTENÇÃO DE FROTA;DL BZA-8G44;20/05/2025 11:26;P
SOLDA FERRO S5 CIL 50L 10M3 VZ;DO Solda;20/05/2025 11:35;P
CAFE PACAEMBU;DA Café;20/05/2025 11:46;P
PAPEL HIGIENICO COM 24 UNIDADES;DA Despesas de Uso/Consumo;20/05/2025 11:46;P
AÇUCAR CRISTAL 5 KILOS;DA Café;20/05/2025 11:46;P
BOMBOM CAIXA;DP Confraternização;20/05/2025 11:46;P
PAPEL HIGIENICO;DA Despesas de Uso/Consumo;20/05/2025 13:15;P
KIT REFLETOR DE LED HOLOFOTE;DO Insumos de Maquinas e Equipamentos;20/05/2025 14:03;P
FIO PARALELO;DO Insumos de Maquinas e Equipamentos;20/05/2025 14:03;P
CINTA MOD SLING REDONDA FS 7:1 MODELO SLING COR LARANJA 15 TONELADAS 3 METROS 60 CENTIMETROS;DO Insumos de Expedição;20/05/2025 14:50;P
CINTA MODELO SLING FS 7:1 LARGURA 90MM CAMADA DUPLA COR AMARELA 3 TONELADAS 5 METROS ZERO CENTIMETROS;DO Insumos de Expedição;20/05/2025 14:50;P
CINTA MODELO SLING FS 7:1 LARGURA 90MM CAMADA DUPLA COR AMARELA 3 TONELADAS 3 METROS ZERO CENTIMETROS;DO Insumos de Expedição;20/05/2025 14:50;P
LAÇO CABO DE AÇO ALMA DE FIBRA 3/8 1 METRO 1 LADO SAPATILHA OUTRO LIVRE;DO Insumos de Expedição;20/05/2025 14:50;P
SERRA FITA SUL CORTE PERFECT 27 X 0,90 X 5/8 X 4,46;DO Solda;20/05/2025 15:55;P
FS ACIONAMENTO 45A-105A G1;DO Manutenção de Máquinas e Equipamentos;20/05/2025 16:22;P
ROLO PINTURA  TIGRE  (50MM);DA Manutenção Predial;20/05/2025 16:28;P
ROLO PINTURA  TIGRE  (100MM);DA Manutenção Predial;20/05/2025 16:28;P
ROLO DE ESPUMA PARA PINTURA;DA Manutenção Predial;20/05/2025 16:34;P
PINCEL TRINCHA;DA Manutenção Predial;20/05/2025 16:34;P
AGUA SANITARIA 5 LITROS;DA Manutenção e Limpeza;20/05/2025 16:46;P
BOM AR;DA Manutenção e Limpeza;20/05/2025 16:46;P
DESINFETANTE 5 LITROS;DA Manutenção e Limpeza;20/05/2025 16:46;P
DETERGENTE YPE 500ML NEUTRO;DA Manutenção e Limpeza;20/05/2025 16:46;P
ESPONJA DUPLA FACE;DA Manutenção e Limpeza;20/05/2025 16:46;P
FLANELA LARANJA G 38X58;DA Manutenção e Limpeza;20/05/2025 16:46;P
LUVA LATEX M;DA Manutenção e Limpeza;20/05/2025 16:46;P
QUEROSENE LÍQUIDA PERFUMADA 1 LITRO;DA Manutenção e Limpeza;20/05/2025 16:46;P
SABÃO EM PÓ 1 KG;DA Manutenção e Limpeza;20/05/2025 16:46;P
SACO LIXO 100 L PACOTE;DA Manutenção e Limpeza;20/05/2025 16:46;P
PANO DE CHAO XADREZ (GRANDE);DA Manutenção e Limpeza;20/05/2025 16:46;P
VASSOURA;DA Manutenção e Limpeza;20/05/2025 16:46;P
VEJA GOLD MULTIUSO ORIGINAL 500 ML;DA Manutenção e Limpeza;20/05/2025 16:46;P
AGUA SANITARIA 5 LITROS;DA Manutenção e Limpeza;20/05/2025 16:58;P
BOM AR;DA Manutenção e Limpeza;20/05/2025 16:58;P
DESINFETANTE 5 LITROS;DA Manutenção e Limpeza;20/05/2025 16:58;P
DETERGENTE YPE 500 ML NEUTRO;DA Manutenção e Limpeza;20/05/2025 16:58;P
ESPONJA DUPLA FACE;DA Manutenção e Limpeza;20/05/2025 16:58;P
FLANELA LARANJA G 38X58;DA Manutenção e Limpeza;20/05/2025 16:58;P
LUVA LATEX M;DA Manutenção e Limpeza;20/05/2025 16:58;P
QUEROSENE LÍQUIDA PERFUMADA 1 LITRO;DA Manutenção e Limpeza;20/05/2025 16:58;P
SABÃO EM PÓ 1 KILO;DA Manutenção e Limpeza;20/05/2025 16:58;P
SABONETE LIQUIDO  5 LITROS;DA Manutenção e Limpeza;20/05/2025 16:58;P
SACO LIXO 100LITROS;DA Manutenção e Limpeza;20/05/2025 16:59;P
SACO LIXO 20 LITROS;DA Manutenção e Limpeza;20/05/2025 16:59;P
PANO DE CHAO XADREZ (GRANDE);DA Manutenção e Limpeza;20/05/2025 16:59;P
VEJA GOLD MULTIUSO ORIGINAL 500 ML;DA Manutenção e Limpeza;20/05/2025 16:59;P
BOBINA FF 0,90 X 1200 (MM);CSP Mercadoria Revenda;21/05/2025 09:30;P
BOBINA FF 0,90 X 1200 (MM);CSP Mercadoria Revenda;21/05/2025 09:30;P
BOBINA FF 0,90 X 1200 (MM);CSP Mercadoria Revenda;21/05/2025 09:30;P
BOBINA FF 0,90 X 1200 (MM);CSP Mercadoria Revenda;21/05/2025 09:30;P
TB RT ZN 60X40X1,25X6000;CSP Mercadoria Revenda;21/05/2025 09:37;P
TB RT ZN 80X40X1,10X6000;CSP Mercadoria Revenda;21/05/2025 09:37;P
TB RT ZN 60X40X1,10X6000;CSP Mercadoria Revenda;21/05/2025 09:37;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;NG Mercadoria Revenda Nova Steel;21/05/2025 10:54;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;NG Mercadoria Revenda Eco Ferro;21/05/2025 10:58;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;NG Mercadoria Revenda Eco Ferro;21/05/2025 11:00;P
TB RT ZN 60X40X1,10X6000;CSP Mercadoria Revenda;21/05/2025 13:43;P
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;21/05/2025 13:47;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;21/05/2025 13:50;P
TB RT ZN 60X40X1,10X6000;CSP Mercadoria Revenda;21/05/2025 13:53;P
TB RT ZN 60X40X1,10X6000;CSP Mercadoria Revenda;21/05/2025 13:57;P
TB QD FQ 40X40X2,65X6000;CSP Mercadoria Revenda;21/05/2025 14:21;P
TB RT FQ 100X50X2,65X6000;CSP Mercadoria Revenda;21/05/2025 14:21;P
TB RT FQ 100X50X2,65X6000;CSP Mercadoria Revenda;21/05/2025 14:21;P
TB RT FQ 100X50X3,00X6000;CSP Mercadoria Revenda;21/05/2025 14:21;P
TB RT FQ 50X30X2,65X6000;CSP Mercadoria Revenda;21/05/2025 14:21;P
TB RT FQ 50X30X3,00X6000;CSP Mercadoria Revenda;21/05/2025 14:21;P
PRESTAÇÃO SERVIÇO MANUTENÇÃO E LIMPEZA PREDIAL;DA Manutenção Predial;21/05/2025 14:37;P
PRESTAÇÃO DE SERVIÇO MANUTENÇÃO DE FROTA;DL Limpeza Veicular;21/05/2025 15:20;P
PINCEL MARCADOR QUADRO BRANCO RECARREGÁVEL AZUL;DA Material Escritório;21/05/2025 15:37;P
BLOCO RECADO ADESIVO POSTITI 38X50 COM 4 UNIDADES;DA Material Escritório;21/05/2025 15:37;P
PAPEL CARTOLINA 140G 50X60CM BRANCA;DA Material Escritório;21/05/2025 15:37;P
FITA ADESIVA TRASPARENTE DUREX 45CM X 40MT;DA Material Escritório;21/05/2025 15:37;P
TESOURA ESCRITORIO;DA Material Escritório;21/05/2025 15:37;P
PAPEL MASCARAUTO;DA Material Escritório;21/05/2025 15:37;P
POWER BI PRO;DA Sistema de Gestão;21/05/2025 16:06;P
CH FF 1,06 X 1200 X 3000;CSP Mercadoria Revenda;21/05/2025 16:52;P
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;21/05/2025 17:01;P
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;21/05/2025 17:01;P
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;21/05/2025 17:01;P
BOBINA FINA FRIO 1,20X1200;CSP Mercadoria Revenda;21/05/2025 17:17;P
CH FQ 3,00 X 1200 X 6000;CSP Mercadoria Revenda;22/05/2025 09:06;P
CH FQ 3,00 X 1500 X 6000;CSP Mercadoria Revenda;22/05/2025 09:06;P
CH FQ 3,00 X 1200 X 6000;CSP Mercadoria Revenda;22/05/2025 09:06;P
CH FQ 3,00 X 1500 X 6000;CSP Mercadoria Revenda;22/05/2025 09:06;P
LAMPADA PARA LANTERNA UNIVERSAL 67 5W/24V;DL BZA-8G44;22/05/2025 09:31;P
LANT.LAT.C/LED TIP.FACCHINI.AM;DL BZA-8G44;22/05/2025 09:31;P
SUP FLEX P/ LANT LAT.UNIV PRETA;DL BZA-8G44;22/05/2025 09:31;P
LAMPADA P/ LANTERNA TRASEIRA 5W/24V;DL STY-2A01;22/05/2025 09:37;P
LAMPADA LANT/FREIO 1034 21/5W 12V;DL Manutenção de Carros;22/05/2025 09:40;P
LAMPADA B VIDRO/ GRANDE 5W/12V;DL Manutenção de Carros;22/05/2025 09:40;P
BORRACHA PARALAMA;DL BZA-8G44;22/05/2025 09:47;P
LENTE DA LANTERNA TRASEIRA;DL STY-2A01;22/05/2025 09:51;P
PRESTAÇÃO DE SERVIÇOS EM SISTEMAS - TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÕES E SERVIÇOS DE HOSPEDAGEM NA INTERNET.;DA Sistema de Gestão;22/05/2025 10:11;P
BICO MIG 30 X 1,0- MM;DO Solda;22/05/2025 10:41;P
GUIA MIG ESPIRAL 1.2 X 5,5 MT;DO Solda;22/05/2025 10:41;P
DISCO DE CORTE 7.1/2;DO Solda;22/05/2025 10:41;P
DIFUSOR DE GAS ISOLADO LARANJA TMCE-300/400/500 TM-406;DO Solda;22/05/2025 10:41;P
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;22/05/2025 11:12;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;22/05/2025 11:14;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;22/05/2025 11:24;P
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;22/05/2025 11:30;P
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;22/05/2025 11:30;P
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;22/05/2025 11:30;P
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;22/05/2025 11:30;P
TB RT FF 50X30X1,50X6000;CSP Mercadoria Revenda;22/05/2025 11:46;P
TB RED FF 50,80X1,50X6000;CSP Mercadoria Revenda;22/05/2025 11:46;P
TB QD FF 20X20X1,20X6000;CSP Mercadoria Revenda;22/05/2025 11:46;P
TB RED FF 25,40X1,50X6000;CSP Mercadoria Revenda;22/05/2025 11:46;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;NG Mercadoria Revenda Eco Ferro;22/05/2025 13:33;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;NG Mercadoria Revenda Eco Ferro;22/05/2025 13:37;P
PRESTAÇÃO DE SERVIÇOS EM SISTEMAS - TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇO DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET.;DA Sistema de Gestão;22/05/2025 13:49;P
PRESTAÇÃO DE SERVIÇOS EM SISTEMAS;DA Monitoramento e Segurança;22/05/2025 14:18;P
CENTRAL DE ALARME;AP Maquinas e Equipamentos;22/05/2025 14:36;P
BATERIA VRLA 12V 4,5XB;AP Maquinas e Equipamentos;22/05/2025 14:36;P
SIRENE;AP Maquinas e Equipamentos;22/05/2025 14:36;P
RECEPTOR XAR 4000;AP Maquinas e Equipamentos;22/05/2025 14:36;P
SENSOR PASSIVO S/ FIO IVP 1000;AP Maquinas e Equipamentos;22/05/2025 14:36;P
CONTROLE REMOTO;AP Maquinas e Equipamentos;22/05/2025 14:36;P
CABO DE ALARME;AP Maquinas e Equipamentos;22/05/2025 14:36;P
RIBON CERA 110 MM X 74 M EXTERNO;DO Insumos de Expedição;22/05/2025 15:03;P
ETIQUETA ADESIVA ROLO 80 X 40 (837 un);DO Insumos de Expedição;22/05/2025 15:03;P
LIMPA CONTATO;DO Insumos de Expedição;22/05/2025 15:07;P
DESENGRIPANTE SPRAY 300 ML AEROFLEX;DO Insumos de Expedição;22/05/2025 15:07;P
MARCADOR INDUSTRIAL;DO Insumos de Expedição;22/05/2025 15:07;P
BUCHA 43 X 29 X 200;DO Insumos de Expedição;22/05/2025 15:22;P
COROA DE FLORES;DP Confraternização;22/05/2025 15:29;P
FRETE;DP Confraternização;22/05/2025 15:29;P
OLEO MOTOR 15W40;DL SVB-1E53;22/05/2025 15:50;P
OLEO 5W30 SEMI SINTETICO;DL Manutenção de Carros;22/05/2025 16:00;P
FILTRO DE COMBUSTIVEL;DL Manutenção de Carros;22/05/2025 16:00;P
FILTRO DE AR CONDICIONADO;DL Manutenção de Carros;22/05/2025 16:00;P
JUNTA DE ALUMINIO;DL Manutenção de Carros;22/05/2025 16:00;P
FILTRO DE OLEO;DL Manutenção de Carros;22/05/2025 16:00;P
LIMPA INJETOR;DL Manutenção de Carros;22/05/2025 16:00;P
LIMPA PARABRISA;DL Manutenção de Carros;22/05/2025 16:00;P
KIT LUBRIFICANTES;DL Manutenção de Carros;22/05/2025 16:00;P
LIMPADOR DO EVAPORAD;DL Manutenção de Carros;22/05/2025 16:00;P
PRESTAÇÃO DE SERVIÇO MANUTENÇÃO DE FROTA;DL Manutenção de Carros;22/05/2025 16:13;P
PINO CONICO BALANÇA TODOS;DL BZA-8G44;22/05/2025 16:44;P
BALANÇA SUSPENSA ASA DELTA 50X80 ATEGO/CARRETA;DL BZA-8G44;22/05/2025 16:44;P
PINO BALANÇA 50X190;DL BZA-8G44;22/05/2025 16:44;P
PRESTAÇÃO DE SERVIÇO MANUTENÇÃO DE FROTA;DL BZA-8G44;22/05/2025 16:50;P
CHAPA EXPANDIDA ESPESSURA 4,25 MALHA 50X100 MM;DA Manutenção Predial;22/05/2025 16:57;P
CH XDZ 2,65 X 1200 X 3000;CSP Devolução;23/05/2025 07:26;P
CH XDZ 3,00 X 1200 X 3000;CSP Devolução;23/05/2025 07:26;P
TB RED FF 101,60X1,50X6000;CSP Devolução;23/05/2025 07:28;P
CH GR 6,30 X 1200 X 6000;CSP Mercadoria Revenda;23/05/2025 09:15;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:24;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:24;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:24;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:24;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:24;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:24;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:24;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:27;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:27;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:27;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:27;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:27;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:27;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 09:27;P
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;23/05/2025 09:36;P
BOBINA FINA FRIO 1,50 X 1200;CSP Mercadoria Revenda;23/05/2025 09:36;P
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;23/05/2025 09:41;P
BOBINA FINA FRIO 1,20 X 1200;CSP Mercadoria Revenda;23/05/2025 09:41;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 10:06;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 10:06;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 10:06;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;23/05/2025 10:06;P
BOBINA FF 0,90 X 1200 (MM);CSP Mercadoria Revenda;23/05/2025 10:11;P
BOBINA FF 0,90 X 1200 (MM);CSP Mercadoria Revenda;23/05/2025 10:11;P
SUPER POLI CINTA 25MM RL 450MT;DO Insumos de Expedição;23/05/2025 10:27;P
CINTA MODELO SLING FS 7:1 LARGURA 90MM CAMADA DUPLA COR AMARELA 3 TONELADAS 5 METROS ZERO CENTIMETROS - COM REFORÇO;DO Insumos de Expedição;23/05/2025 10:27;P
PRESTAÇÃO SERVIÇOS DE TERCEIRO;DP Serviços de Terceiros;23/05/2025 10:36;P
CINTA DE AMARRACAO PES GJ 50MM COR LARANJA 5 TONELADAS 9 METROS;DO Insumos de Expedição;23/05/2025 11:16;P
CINTA DE AMARRACAO PES GJ 100MM COR LARAJA 10 TONELADAS 9 METROS;DO Insumos de Expedição;23/05/2025 11:16;P
LAMPADA 5W/24V;DL BZA-8G44;23/05/2025 14:01;P
TB RED FQ 38,10X2,00X6000;CSP Mercadoria Revenda;23/05/2025 15:05;P
TB RED FQ 50,80X2,00X6000;CSP Mercadoria Revenda;23/05/2025 15:05;P
TB QD FQ 80X80X2,00X6000;CSP Mercadoria Revenda;23/05/2025 15:05;P
TB RED FQ 50,80X2,65X6000;CSP Mercadoria Revenda;23/05/2025 15:30;P
TB RED FQ 50,80X2,00X6000;CSP Mercadoria Revenda;23/05/2025 15:35;P
TB RED FQ 50,80X2,65X6000;CSP Mercadoria Revenda;23/05/2025 15:35;P
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;23/05/2025 16:04;P
CABO FLEXIVEL;DA Manutenção Predial;23/05/2025 16:20;P
CABO FLEXIVEL;DA Manutenção Predial;23/05/2025 16:20;P
HOMOCINETICA EXTERNA;DL Manutenção de Carros;23/05/2025 16:43;P
PIVO SUSPENSAO;DL Manutenção de Carros;23/05/2025 16:43;P
BRAÇO AXIAL;DL Manutenção de Carros;23/05/2025 16:43;P
FILTRO DE COMBUSTIVEL;DL Manutenção de Carros;23/05/2025 16:43;P
KIT AMORT DIANT;DL Manutenção de Carros;23/05/2025 16:43;P
SENSOR DE NIVEL COMBUSTIVEL;DL Manutenção de Carros;23/05/2025 16:43;P
CUBO RODA TRASEIRA;DL Manutenção de Carros;23/05/2025 16:43;P
AMORTECEDOR DIANTEIRO;DL Manutenção de Carros;23/05/2025 16:43;P
ABRAÇADEIRA;DL Manutenção de Carros;23/05/2025 16:43;P
FLANGE BOMBA DO COMBUSTIVEL;DL Manutenção de Carros;23/05/2025 16:43;P
MANGUEIRA BOMBA;DL Manutenção de Carros;23/05/2025 16:43;P
TRIZETA;DL Manutenção de Carros;23/05/2025 16:43;P
PRESTAÇÃO DE SERVIÇO MANUTENÇÃO DE FROTA;DL Manutenção de Carros;23/05/2025 16:53;P
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;23/05/2025 17:08;P
INDUSTRIALIZAÇÃO ;DO Industrialização;23/05/2025 17:18;P
INDUSTRIALIZAÇÃO ;DO Industrialização;23/05/2025 17:18;P
INDUSTRIALIZAÇÃO ;DO Industrialização;23/05/2025 17:18;P
INDUSTRIALIZAÇÃO ;DO Industrialização;23/05/2025 17:18;P
CARREGADOR DE PILHAS RECARREGÁVEIS DURACELL Aa/aaa Com 4 Aa;DO Insumos de Ponte Rolante;23/05/2025 17:20;P
PILHA DURACELL RECARREGAVEL AA 2500 C/04;DO Insumos de Ponte Rolante;23/05/2025 17:20;P
INDUSTRIALIZAÇÃO ;DO Industrialização;23/05/2025 17:20;P
INDUSTRIALIZAÇÃO ;DO Industrialização;23/05/2025 17:20;P
INDUSTRIALIZAÇÃO ;DO Industrialização;23/05/2025 17:20;P
INDUSTRIALIZAÇÃO ;DO Industrialização;23/05/2025 17:20;P
INDUSTRIALIZAÇÃO ;DO Industrialização;23/05/2025 17:20;P
INDUSTRIALIZAÇÃO ;DO Industrialização;23/05/2025 17:20;P
PRESTAÇÃO SERVIÇOS DE TERCEIRO;DP Serviços de Terceiros;26/05/2025 07:27;P
VIGA W 200X35,9X12000;CSP Mercadoria Revenda;26/05/2025 08:06;P
VIGA W 200X41,7X12000;CSP Mercadoria Revenda;26/05/2025 08:06;P
VIGA W 200X46,1X12000;CSP Mercadoria Revenda;26/05/2025 08:06;P
VIGA W 200X52X12000;CSP Mercadoria Revenda;26/05/2025 08:06;P
IMPRESSORA BROTHER MULTIFUNCIONAL LASER;AP Maquinas e Equipamentos;26/05/2025 09:30;P
PRESTAÇÃO DE SERVIÇOS EM SISTEMAS;DA Sistema de Gestão;26/05/2025 10:13;P
